Name,Description
การพัฒนาเส้นทางการท่องเที่ยวเชิงสร้างสรรค์ | Creative Tourism Route Development,รายวิชานี้เป็นการเรียนรู้เกี่ยวกับการพัฒนาการท่องเที่ยวเชิงสร้างสรรค์ การพัฒนาเส้นทางท่องเที่ยวในรูปแบบใหม่ๆเพื่อตอบสนองพฤติกรรมการท่องเที่ยวของนักท่องเที่ยวในยุคปัจจุบัน โดยมุ่งเน้นให้ผู้เรียนสามารถนำไปใช้ในการเรียน หรือเป็นแนวทางในอาชีพในอุตสาหกรรมท่องเที่ยว เช่น มัคคุเทศก์ ผู้ประกอบการนำเที่ยว หรือนำไปต่อยอดในธุรกิจที่เกี่ยวข้องกับอุตสาหกรรมท่องเที่ยวได้ในอนาคต
ศาสตร์และศิลป์ในการสร้างความสุข | Science and Art for Happiness Creation,เนื้อหาของรายวิชานี้ ท่านจะได้เรียนรู้เกี่ยวกับการรู้จักตัวเอง การเข้าใจตนเองและผู้อื่น  ความหมายความสำคัญและสาระที่แท้ของชีวิตและการศึกษา  ความหมายความสำคัญแนวคิดและแนวทางของจิตตปัญญาศึกษา  สาระและความสำคัญแห่งความสุข นิยามของความสุข  ประเภทหรือระดับของความสุข การประเมินความสุข และการสร้างความสุขด้วยตัวเอง ความเชื่อมโยงของสาระแห่งชีวิต  การศึกษา  จิตตปัญญาศึกษาและการสร้างความสุข เพื่อการมีคุณภาพชีวิตที่ดีหรือการมีชีวิตที่สมบูรณ์ด้วยการเข้าถึงความรู้ ความจริงและความดีงามของธรรมชาติและสรรพสิ่ง จำนวนชั่วโมงเรียนรู้ทั้งหมด 10 ชั่วโมงเรียนรู้ (จำนวนชั่วโมงสื่อวีดิทัศน์ 3 ชั่วโมง 30 นาที)
การสร้างอินโฟกราฟิกเบื้องต้น (Basic Infographic),รายวิชาการสร้างอินโฟกราฟิกเบื้องต้น (Basic Infographic) นี้เป็นรายวิชาวิจัยประกอบวิทยานิพนธ์ ซึ่งในรายวิชานี้ผู้เรียนจะได้เรียนรู้เกี่ยวกับการทำความรู้จัก Infographic หลักการออกแบบและการสร้าง Infographic ซึ่งประกอบไปด้วย การเตรียมเนื้อหา การออกแบบ และข้อควรหลีกเลี่ยงในการออกแบบ ตลอดจนการสร้าง Infographic ทั้งในรูปแบบ Still Infographic ด้วยโปรแกรม Microsoft Visio และ Motion Infographicnfographic ด้วย Powtoon โดยจัดการเรียนการสอนตามแนวคิดการเรียนรู้ร่วมกัน (Collabarative Learning) ให้ผู้เรียนได้แลกเปลี่ยนความรู้ ความคิดและเทคนิคการทำงานด้วยกันคิดและเทคนิคการสร้างงานด้วยกัน
การจัดการการเปลี่ยนแปลงมิติด้านการบริหารและการจัดการภาครัฐ | Change Management: Dimensions of Public Administration and Public Management, สถานการณ์ปัจจุบันมีการเปลี่ยนแปลงในทุกมิติ และมีความเป็นพลวัต องค์การทุกองค์การต้องเผชิญกับความเปลี่ยนแปลงของข้อมูลข่าวสารอย่างต่อเนื่อง รายวิชาเรียบเรียงเนื้อหา หลักคิดและทฤษฎีที่เกี่ยวข้องกับการจัดการการเปลี่ยนแปลงตามหลักทฤษฎี และเรียนรู้กรณีศึกษาของกลุ่มประเทศในภูมิภาคอาเซียน โดยยกตัวอย่างสาธารณรัฐสิงคโปร์ ในมิติที่ว่าด้วยการบริหารองค์การภาครัฐ เพื่อตอบรับต่อความต้องการสาธารณะในยุคปัจจุบัน รายวิชาดังกล่าว สามารถนับเป็นหน่วยกิตการศึกษาในระดับบัณฑิตศึกษา (เฉพาะชั่วโมงเรียน 10 ชั่วโมง) ของหลักสูตรรัฐประศาสนศาสตรมหาบัณฑิต หมวดวิชาเลือกเสรี (คณะสังคมศาสตร์และมนุษยศาสตร์ มหาวิทยาลัยมหิดล)
การวิจัยทางการศึกษา | Educational Research,แนวคิดเบื้องต้นเกี่ยวกับการวิจัย การกำหนดปัญหาการวิจัย เครื่องมือที่ใช้ในการวิจัย การสร้างและการตรวจสอบคุณภาพเครื่องมือที่ใช้ในการวิจัย
ศาสตร์และศิลป์ของการเขียนโปรแกรมคอมพิวเตอร์ | The Art and Science of Computer Programming,"การเขียนโปรแกรมคอมพิวเตอร์เป็นทักษะการคิดเชิงตรรกะอย่างเป็นระบบ แม้ปัจจุบันการฝึกเขียนโปรแกรมเป็นสิ่งที่เข้าถึงด้วยตนเองได้ง่าย แต่ผู้เรียนจำนวนมากขาดความเข้าใจถึงพื้นฐานวิธีคิดที่ถูกต้องอันเป็นอุปสรรคในการเพิ่มพูนความรู้และการนำความรู้ไปใช้ในระยะยาว วิชานี้มุ่งแนะนำให้ผู้ที่กำลังหัดเขียนโปรแกรมได้เข้าถึงพื้นฐานเหล่านี้ผ่านทางกิจกรรมที่เข้าใจและทดลองด้วยตนเองได้ง่าย และสามารถนำความเข้าใจจากวิชานี้ไปประยุกต์ใช้กับภาษาคอมพิวเตอร์ใด ๆ ก็ได้ โดยเนื้อหาประกอบไปด้วย - การสื่อสารกับคอมพิวเตอร์ด้วยการเขียนโปรแกรม – แนะนำการเขียนโปรแกรมเบื้องต้นสำหรับผู้เริ่มใหม่ ให้เข้าใจถึงคำสั่งโครงสร้าง, เงื่อนไข, การใช้ตัวแปร, และการสร้างฟังก์ชัน - การทำ Abstraction ในโปรแกรมคอมพิวเตอร์ – ผู้เรียนทั่วไปอาจคิดว่าการแบ่งโปรแกรมโดยการเขียนฟังก์ชันไม่ใช่หัวข้อสำหรับผู้เบื้องต้น หัวข้อนี้แสดงให้เห็นถึงความสำคัญของการเลือกหีบห่อส่วนของโปรแกรมในฟังก์ชัน เพื่อให้เกิดโครงสร้างที่ดี สามารถนำไปใช้และแก้ไขในภายหลังได้ง่าย - พลังของอัลกอริทึม – สิ่งที่ทำให้คอมพิวเตอร์มีอรรถประโยชน์ล้วนมาจากวิธีการจัดเก็บข้อมูลให้สามารถนำมาใช้งานได้ง่าย และการใช้อัลกอริทึมในการแก้ปัญหาตามที่ต้องการ หัวข้อนี้จะแสดงให้เห็นตัวอย่างว่าโครงสร้างข้อมูลและอัลกอริทึมไปสามารถนำไปประยุกต์ใช้ให้เกิดประโยชน์ได้อย่างไร โดยแนะนำโครงสร้างข้อมูลแบบ รายการ (List), สแตก (Stack) และการใช้อัลกอริทึมเรียกตนเอง (recursion)"
ท่องเที่ยวชุมชน | Community tour,หลักการ กระบวนการ เครื่องมือและรูปแบบในการจัดการการท่องเที่ยวโดยองค์กรชุมชน ที่สามารถพัฒนาสู่การจัดการวิสาหกิจชุมชนด้านการท่องเที่ยวได้ในระดับพื้นฐาน ความสัมพันธ์ของหน่วยงานและกลุ่มบุคคลที่มีบทบาทสำคัญในการจัดการท่องเที่ยวเช่น ภาครัฐ เอกชน องค์กรพัฒนาเอกชนและนักท่องเที่ยว รวมถึงชุนชนใกล้เคียง อันเป็นรากฐานของการพัฒนาชุมชนอย่างยั่งยืน มีการแลกเปลี่ยนเรียนรู้และฝึกปฏิบัติการจัดการท่องเที่ยวโดยชุมชนในพื้นที่จริงของชุมชน วิธีการและเทคนิคการทำแผนพัฒนาการท่องเที่ยวอย่างยั่งยืนอันก่อให้เกิดการมีส่วนร่วม และไม่ส่งผลกระทบทางลบต่อระบบนิเวศ เศรษฐกิจ สังคมและวัฒนธรรมของชุมชนท้องถิ่น ผ่านการศึกษาแนวโน้มนโยบายการท่องเที่ยวอย่างยั่งยืนระดับประเทศ ภูมิภาคและโลก จำนวนชั่วโมงการเรียนรู้ทั้งหมด 10 ชั่วโมง (จำนวนชั่วโมงสื่อวีดิทัศน์ 3 ชั่วโมง 30 นาที) LO1 : ผู้เรียนสามารถบอกเกี่ยวกับหลักการและองค์ประกอบการพัฒนาท่องเที่ยวอย่างยั่งยืน LO2 : ผู้เรียนสามารถอธิบายขั้นตอนการวางแผนและกระบวนการการเข้ามามีส่วนร่วมของชุมชนในการจัดการท่องเที่ยวได้ นักเรียน นักศึกษา และประชาชนทั่วไป ทุกเพศ ทุกวัย ที่สนใจสามารถเรียนได้ ผู้สอนในรายวิชาจจะเข้ามาตอบกิจกรรมและพูดคุยกับผู้เรียนใน Discussion ทุกวันศุกร์ของสัปดาห์
ภาษาอังกฤษเพื่อการท่องเที่ยวเชิงวัฒนธรรม | English for Cultural Tourism,คำอธิบายรายวิชา คำศัพท์ สำนวน และโครงสร้างประโยคภาษาอังกฤษที่ใช้ในการสื่อสารกับชาวต่างประเทศในบริบทของการท่องเที่ยว การติดต่อ การซื้อขาย และการใช้บริการที่เกี่ยวกับการท่องเที่ยว การท่องเที่ยวเชิงวัฒนธรรมในต่างประเทศ
เทคโนโลยีสารสนเทศเพื่อการจัดการสารสนเทศท้องถิ่น | Information Technology for Local Information Management,"แนวคิดเกี่ยวกับสารสนเทศท้องถิ่น แหล่งสารสนเทศท้องถิ่น กระบวนการจัดการสารสนเทศท้องถิ่น การประยุกต์เทคโนโลยีสารสนเทศเพื่อการจัดการสารสนเทศท้องถิ่น และการบริการและการเผยแพร่สารสนเทศท้องถิ่น                
    รายวิชานี้ ผู้เรียนเป็นผู้รู้เท่าทันสารสนเทศท้องถิ่นในสังคมยุคดิจิทัล สามารถแสวงหาและจัดการสารสนเทศท้องถิ่น โดยการประยุกต์เทคโนโลยีสารสนเทศเพื่อการจัดการสารสนเทศท้องถิ่น มุ่งรวบรวม จัดเก็บ ประมวลผล ผลิต และเผยแพร่สารสนเทศท้องถิ่นที่มีเนื้อหาเกี่ยวกับภูมิปัญญาท้องถิ่นในพื้นที่นครชัยบุรินทร์"
ไอทีเพื่อการบริหารจัดการ | IT for Management,ปัจจุบันโลกมีการเปลี่ยนแปลงไปอย่างมากโดยเฉพาะทางด้านเทคโนโลยีสารสนเทศ ซึ่งส่งผลต่อชีวิตความเป็นอยู่ของคนทั่วไปเป็นวงกว้าง องค์กรธุรกิจเองก็มีการนำข้อมูลและสารสนเทศมาใช้ในการช่วยการตัดสินใจทางธุรกิจ เพื่อสร้างความได้เปรียบทางการแข่งขัน และช่วยให้สามารถปรับตัวตามการเปลี่ยนแปลงอย่างรวดเร็วของสภาพแวดล้อมต่างๆทางธุรกิจ ไม่ว่าจะเป็นด้านเศรษฐกิจ สังคม หรือการเมือง แต่ถึงแม้ว่าในปัจจุบันองค์กรธุรกิจมีการนำระบบหรือเทคโนโลยีสารสนเทศมาใช้กันอย่างกว้างขวางแล้ว หากแต่หลายๆองค์กรธุรกิจยังไม่สามารถใช้ได้อย่างเหมาะสมและได้ประโยชน์อย่างที่ต้องการ จึงมีการศึกษาต่อไปถึงกลยุทธ์การนำระบบหรือเทคโนโลยีสารสนเทศไปใช้ในองค์กร รวมทั้งการพัฒนาองค์ความรู้ควบคู่ไปกับการใช้งานด้วย เพื่อให้การใช้งานมีประสิทธิภาพและประสิทธิผลมากที่สุด จนเกิดเป็นระบบใหม่ๆ ที่นำมาใช้ในองค์กรธุรกิจในปัจจุบัน  และทำให้ศาสตร์ทางด้านนี้มีความลุ่มลึกมากขึ้น
การต่อต้านการทุจริตในประเทศไทย | Anti-Corruption in Thailand,ความหมายของการทุจริตในสังคมไทย มุมมองของภาคส่วนต่างๆต่อการทุจริตในสังคมไทย สาเหตุการทุจริตในสังคมไทย รูปแบบและผลกระทบของการทุจริตในสังคมไทย กฎหมายเกี่ยวกับการต่อต้านการทุจริตของไทย กรณีศึกษาการทุจริตในสังคมไทย และแนวทางการแก้ไขญหาการทุจริตในสังคมไทย จำนวนชั่วโมงเรียนรู้ทั้งหมด 10 ชั่วโมงการเรียนรู้ (จำนวนชั่วโมงสื่อวีดิทัศน์ 3 ชั่วโมง 30 นาที) นักศึกษาและบุคคลทั่วไป ทำแบบทดสอบหลังเรียนผ่านร้อยละ 70
คนสร้างอาชีพ | Career Development,สื่อการเรียนรู้ MOOC ชุมชน ด้านส่งเสริมอาชีพ จากศูนย์ดิจิทัลชุมชนและศูนย์การเรียนรู้ ICT ชุมชนของแต่ละท้องถิ่น นำเสนอภูมิปัญญา วิถีชีวิต การส่งเสริมอาชีพในชุมชน โดยสื่อการเรียนรู้นี้ เป็นส่วนหนึ่งของ กิจกรรมพัฒนาศักยภาพศูนย์ดิจิทัลชุมชน และยกระดับศูนย์การเรียนรู้ ICT ชุมชนสู่ศูนย์ดิจิทัลชุมชน ภายใต้โครงการส่งเสริมและพัฒนาการใช้ประโยชน์เทคโนโลยีดิจิทัล
การเตรียมพร้อมเพื่ออาชีพการขนส่งสินค้าทางถนน | Career Preparation for Road Freight Transport," ในรายวิชา ""การเตรียมพร้อมเพื่ออาชีพการขนส่งสินค้าทางถนน ตามคุณวุฒิวิชาชีพสาขาโลจิสติกส์""  นี้  ผู้เรียนจะเรียนรู้เกี่ยวกับ ลักษณะสำคัญของสมรรถนะที่จำเป็นในงานขนส่งสินค้าทางถนนที่เกี่ยวกับการรับสินค้าจากการขนส่งสินค้าทางถนน ส่งมอบสินค้าจากการขนส่งสินค้าทางถนน ปฏิบัติการขนส่งสินค้า การควบคุมการขนส่งสินค้า กำหนดกระบวนการปฏิบัติงานตามระเบียบข้อบังคับและกฎหมายการขนส่งสินค้าทางถนน การดำเนินการแก้ไขเมื่อเกิดอุบัติเหตุจากการขนส่งสินค้าทางถนน การออกแบบการขนส่งสินค้าทางถนน การวางแผนการขนส่งสินค้าทางถนน การจัดการทั่วไปเกี่ยวกับในการขนส่งสินค้าทางถนน"
โปรแกรม Python สำหรับการคำนวณทางวิทยาศาสตร์ | Python Programming for Scientific Computations, การใช้งานโปรแกรม Python ขั้นพื้นฐาน Package ที่สำคัญของ Python การใช้ Numpy ในการคำนวณพีชคณิตเชิงเส้น การใช้ Scipy ในการจัดการข้อมูลทางวิทยาศาสตร์ การพลอตกราฟ โดยใช้ Matplotlib การคำนวณเชิงสัญลักษณ์โดยใช้ Sympy
การสืบค้นข้อมูลเพื่อการค้นคว้าและเขียนรายงาน | Searching information for research report,กระบวนการพัฒนาทักษะการสืบค้นข้อมูล สารสนเทศ  ได้แก่  การวิเคราะห์ความต้องการสารสนเทศ  กลยุทธ์การค้นและทักษะการค้นสารสนเทศ การประเมินคุณค่าของสารสนเทศ การเรียบเรียงและการนำเสนอสารสนเทศในรูปแบบต่าง ๆ
คณิตศาสตร์สำหรับวิทยาศาสตร์ข้อมูล | Mathematics for Data Science,คณิตศาสตร์เป็นพื้นฐานที่สำคัญของวิทยาศาสตร์ข้อมูล การที่นักศึกษาจะเรียนรู้และเข้าใจถึงวิทยาศาสตร์ข้อมูลนั้นจำเป็นต้องมีพื้นฐานที่จำเป็นทางคณิตศาสตร์ รวมถึงการที่จะพัฒนาองค์ความรู้เพื่อนำไปต่อยอด หรือพัฒนาเพื่อให้เกิดองค์ความรู้ใหม่ล้วนแต่จำเป็นที่จะต้องใช้คณิตศาสตร์  โดยธรรมชาติของคณิตศาสตร์จะเน้นความเข้าใจและการฝึกฝน การที่มีสื่อหรือมีเครื่องมือเพื่อช่วยการเรียนรู้จึงเป็นเรื่องที่จำเป็น ผู้เรียนจะได้รับความรู้เกี่ยวกับ ฟังก์ชัน ลิมิต อนุพันธ์  การประยุกต์ของอนุพันธ์  การหาค่าสูงสุดต่ำสุด ขั้นตอนระเบียบวิธี กราฟและการประยุกต์ ต้นไม้และการประยุกต์
การคิดเชิงระบบ | System Thinking,ความหมาย  หลักการ  คุณค่า  แนวคิด  ที่มา  และธรรมชาติของการคิดเชิงระบบ  การคิดเชิงระบบกับองค์กรการเรียนรู้  การคิดเชิงระบบกับการแก้ปัญหา  การนำหลักการคิดเชิงระบบไปใช้กับสาขาวิชาต่างๆ  ประยุกต์การคิดเชิงระบบกับการแก้ปัญหาลักษณะต่างๆ
การท่องเที่ยวโดยชุมชน | Community Based Tourism,"การท่องเที่ยวโดยชุมชน เป็นเครื่องมือสร้างความเข้มแข็งของชุมชนในการจัดการทรัพยากร ธรรมชาติและวัฒนธรรมโดยกระบวนการมีส่วนร่วมของคนในชุมชน ให้ชุมชนได้มีส่วนร่วมในการกำหนดทิศทางการพัฒนาและได้รับประโยชน์จากการท่องเที่ยว
รายวิชานี้จะช่วยเตรียมความพร้อมและสร้างความเข้มแข็งให้กับชุมชนในการจัดการการท่องเที่ยวในชุมชนของตนเอง ซึ่งผู้เรียนจะได้เรียนรู้เกี่ยวกับความหมาย  ความสำคัญ หลักการ แนวคิด การวางแผนการจัดการในการท่องเที่ยวโดยชุมชน การประยุกต์การท่องเที่ยวโดยชุมชนในการพัฒนาชุมชนและกรณีศึกษาต่างๆ"
การออกแบบกราฟิกโดยใช้คอมพิวเตอร์ | Computer Based Graphics Design,การศึกษาความรู้เบื้องต้นเกี่ยวกับการออกแบบกราฟิกโดยใช้คอมพิวเตอร์ หลักการพื้นฐานเกี่ยวกับการออกแบบกราฟิก หลักการพื้นฐานเกี่ยวกับการใช้คอมพิวเตอร์กราฟิก หลักการพื้นฐานเกี่ยวกับการสื่อสารด้วยงานกราฟิก นวัตกรรมและเทคโนโลยีเกี่ยวกับการออกแบบกราฟิก ขอบข่ายและกระบวนการออกแบบกราฟิกในสื่อสิ่งพิมพ์ ขอบข่ายและกระบวนการออกแบบกราฟิกในสื่ออิเล็กทรอนิกส์ ขอบข่ายและกระบวนการออกแบบกราฟิกบนสื่อสิ่งพิมพ์ ขอบข่ายและกระบวนการออกแบบกราฟิกในสื่อและเทคโนโลยีอุบัติใหม่ และการใช้โปรแกรมคอมพิวเตอร์เพื่อการออกแบบกราฟิก
ลดความคลาดเคลื่อนทางยา เพิ่มความปลอดภัยของผู้ป่วยด้วยเทคโนโลยี | Reduce Med Error with technology,"ความคลาดเคลื่อนในการใช้ยากับผู้ป่วยมีผลกระทบที่รุนแรงทั้งต่อผู้ป่วยและต่อการให้การให้บริการของสถานพยาบาล ผู้ป่วยจำนวนหนึ่งเสียชีวิตหรือพิการจากความคลาดเคลื่อนทางยาที่เกิดขึ้น สถานพยาบาลเองมีค่าใช้จ่ายสูงในการดูแลผู้ป่วยที่มีปัญหาหรืออาจจะถูกฟ้องร้องดำเนินคดี จากสถิติการเพิ่มของอุบัติการความเคลื่อนทางยาที่สูงขึ้นอย่างต่อเนื่อง ทำให้มีการศึกษาวิจัยหาสาเหตุของความคลาดเคลื่อนในการใช้ยาและหาทางป้องกันเพื่อลดปัญหาลง เทคโนโลยีเป็นอีกเครื่องมือหรือกลไกที่เข้ามามีบทบาทในการดูแลสุขภาพและได้มีส่วนสำคัญในการลดความคลาดเคลื่อนทางยาได้อย่างน่าสนใจ

รายวิชานี้จะให้ความเข้าใจในปัญหา ความรุนแรงของความคลาดเคลื่อนทางยาในขั้นตอนการดูแลผู้ป่วยด้วยยา และให้ความเข้าใจในเรื่องการใช้เทคโนโลยีเพื่อลดความคลาดเคลื่อนทางยาในขั้นตอนหลักของการดูแลผู้ป่วยด้วยยา วิชานี้เหมาะสำหรับบุคลากรสุขภาพ แพทย์ เภสัชกร พยาบาล นิสิตและนักศึกษาในสาขาสุขภาพทุกคน"
การบริหารกิจการบ้านเมืองที่ดี | Good Governance,การบริหารกิจการบ้านเมืองที่ดีตามหลักธรรมาภิบาลของการบริหารกิจการบ้านเมืองที่ดี 10 ข้อที่กำหนดตาม พรฎ. ว่าด้วยหลักเกณฑ์และวิธีการบริหารกิจการบ้านเมืองที่ดี พ.ศ. 2546 และตัวอย่างเครื่องมือตาม พรบ. การอำนวยความสะดวกในการพิจารณาอนุญาตของทางราชการ พ.ศ. 2558
จริยธรรมการวิจัยในมนุษย์เบื้องต้น | Basic Human Subject Protection Course,หลักสูตรนี้ได้ผ่านการรับรองจากคณะกรรมการจริยธรรมการวิจัยในมนุษย์ มหาวิทยาลัยนเรศวร และเมื่อผู้เรียนได้ใบประกาศนียบัตรสามารถนำไปใช้ประกอบการยื่นขอรับรองจริยธรรมการวิจัยในมนุษย์ของโครงการวิจัยได้ ผู้เรียนจะได้เรียนรู้เกี่ยวกับการหลักจริยธรรมการวิจัยพื้นฐาน และวิวัฒนาการของจริยธรรมการวิจัยในมนุษย์ การประเมินความเสี่ยง-ประโยชน์ จริยธรรมของการวิจัยในกลุ่มเปราะบาง ความเป็นส่วนตัว การรักษาความลับของอาสาสมัคร และการขัดแย้งทางผลประโยชน์ เอกสารและกระบวนการขอความยินยอม การพิจารณาโครงร่างการวิจัยครั้งแรก และการพิจารณาภายหลังการรับรอง
เทคโนโลยี SMART GRID | Smart Grid,คำอธิบายรายวิชา ระบบไฟฟ้าอัจฉริยะเบื้องต้น แบบจำลองทางคณิตศาสตร์ของระบบไฟฟ้าอัจฉริยะ แบบจำลองทางคณิตศาสตร์ของสายส่งอัจฉริยะ การวิเคราะห์การไหลของกำลังไฟฟ้าอัจฉริยะ การจ่ายกำลังไฟฟ้าอัจฉริยะอย่างเหมาะสม การวิเคราะห์การลัดวงจรในระบบไฟฟ้าอัจฉริยะ และการวิเคราะห์เสถียรภาพระบบไฟฟ้าอัจฉริยะ
การใช้ Google App for Education สำหรับการจัดการห้องเรียน | Google App for Education in Classroom,ศึกษาความรู้พื้นฐานการออกแบบการเรียนการสอนโดยใช้เทคโนโลยีเป็นฐาน การออกแบบการเรียนการสอนในยุคดิจิทัล มีความรู้ความเข้าใจเกี่ยวกับการใช้ชุดเครื่องมือ Google App for Education ในการจัดการเรียนการสอน มีทักษะในการสร้างเอกสาร ฟอร์ม เว็บไซต์ และ Google Classroom  สามารถประยุกต์ใช้งานในการเรียนการสอน สามารถแก้ปัญหาทางการศึกษาได้อย่างมีประสิทธิภาพและประสิทธิผล
เทคนิคการสำรวจตัวอย่าง | Sampling Techniques,"คำอธิบายรายวิชา แนวความคิดเกี่ยวกับการสุ่มตัวอย่าง การสุ่มตัวอย่างแบบสุ่มอย่างง่าย การสุ่มตัวอย่างแบบเป็นระบบ
การสุ่มตัวอย่างแบบแบ่งเป็นชั้นภูมิ การสุ่มตัวอย่างแบบแบ่งเป็นกลุ่ม การสุ่มตัวอย่างแบบหลายขั้นตอน
และการประยุกต์ใช้ในการวิจัยเชิงสำรวจ"
การสร้างสรรค์สื่อดิจิทัลบนเครือข่ายสังคมออนไลน์ | Digital media creation on social networks,ผู้เรียนศึกษาและฝึกปฏิบัติเพื่อให้มีความรู้และทักษะในการประยุกต์ใช้งาน ด้านเทคโนโลยีมาพัฒนาสื่อมัลติมีเดีย มีความคิดสร้างสรรค์ และความสามารถในการสื่อสารและทำงาน ร่วมกับผู้อื่น ด้วยจรรยาบรรณวิชาชีพ สอดคล้องกับสิ่งที่ส่งผลให้ผู้เรียนจะต้องเรียนรู้เกี่ยวกับ การพัฒนาความคิดสร้างสรรค์เพื่อใช้สำหรับการออกแบบสื่อ การสร้างแนวคิดใหม่การศึกษาค้นคว้าผลงานและข้อมูลรอบด้านเพื่อหาแนวคิด การจัดทำโครงงานการออกแบบสื่อ โดยการการระดมสมองเพื่อให้เกิดแนวคิดที่หลากหลาย การใช้เครื่องมือและวิธีการเพื่อกระตุ้นให้เกิดการคิดนอกกรอบ และหาข้อสรุปที่สร้างสรรค์เพื่อประยุกต์ใช้ในการสร้างสรรค์สื่อภัยของผู้บริโภค สังคม และสิ่งแวดล้อม
การพัฒนาหุ่นยนต์เพื่อการศึกษาเบื้องต้น | Basic Educational Robotic Development,ศึกษาความรู้พื้นฐานการออกแบบหุ่นยนต์เบื้องต้น พื้นฐานความรู้ด้านไฟฟ้าอิเล็กทรอนิกส์ การใช้สมองกล Arduino การสร้างหุ่นยนต์เพื่อการศึกษาเบื้องต้น โดยใช้กระบวนการเทคโนโลยี  เห็นคุณค่าของการนำเทคโนโลยีไปประยุกต์ใช้งานในชีวิตประจำวัน มีจินตนาการคิดสร้างสรรค์ชิ้นงานและแก้ปัญหาได้อย่างมีประสิทธิภาพและประสิทธิผล
การถ่ายภาพขั้นสูงเพื่องานโฆษณา | Advanced Photography for Advertising,การศึกษาวิวัฒนาการและแนวโน้มของวงการถ่ายภาพเพื่อการโฆษณา หลักการสร้างสรรค์ผลงานภาพถ่ายเพื่องานโฆษณา กระบวนการคิดและกระบวนการทำงานที่สำคัญในการสร้างสรรค์ผลงานภาพถ่ายเพื่อการโฆษณา และเทคนิคในการถ่ายภาพรูปแบบต่าง ๆ อาทิ เทคนิคการถ่ายภาพบุคคล เทคนิคการถ่ายภาพแฟชั่น และเทคนิคการถ่ายภาพสินค้า รวมทั้ง การเลือกใช้โปรแกรมคอมพิวเตอร์เพื่อการตกแต่งภาพถ่ายโฆษณาและการประเมินคุณภาพของผลงานภาพถ่ายสําหรับใช้ในงานโฆษณา
การขึ้นโมเดลสามมิติด้วยเทคโนโลยีแบบจำลองสารสนเทศอาคาร | 3D Modeling using BIM Technology,เรียนรู้พื้นฐานการสร้างแบบจำลองเสมือนสามมิติสำหรับงานสถาปัตยกรรมด้วยโปรแกรมสำเร็จรูปเพื่อสร้างแบบจำลองอาคารที่แสดงฐานข้อมูลด้านสถาปัตยกรรมและวิศวกรรม ทัศนียภาพของอาคาร รวมทั้งแสดงแบบรายละเอียดการก่อสร้างอาคารได้ทั้งในรูปแบบสองมิติ และสามมิติ จำนวนชั่วโมงการเรียนรู้ ทั้งหมด 10 ชั่วโมงการเรียนรู้ (จำนวนชั่วโมงสื่อ 3 ชั่วโมง 30 นาที) วัตถุประสงค์การเรียนรู้ คุณสมบัติผู้เรียน สาขาวิชาชีพ งานผู้ควบคุมการก่อสร้าง คุณวุฒิ งานผู้ควบคุมการก่อสร้าง อาชีพผู้ควบคุมการก่อสร้าง  ระดับ 4 /นิสิตคณะสถาปัตยกรรมศาสตร์ ภาควิชาสถาปัตยกรรม /สถาปนิก /วิศวกร /ช่างเขียนแบบ /ผู้รับเหมาก่อสร้าง และบุคคลทั่วไป เกณฑ์การวัดและประเมินผล แบบฝึกหัดท้ายบท 45% แบบทดสอบหลังเรียน 55% มีการเข้าเรียนครบทุก Unit 100% ผู้เรียนมีคะแนนรวมทั้งหมดไม่ต่ำกว่า 70% ถือว่า ผ่านเกณฑ์เพื่อรับประกาศนียบัตรในระบบได้ ภาควิชาสถาปัตยกรรมศาสตร์ มหาวิทยาลัยนเรศวร watcharinj@nu.ac.th ผู้ช่วยสอน orere1977@gmail.com “สื่อการสอนนี้เป็นส่วนหนึ่งของโครงการ Thai MOOC (thaimooc.org) และเผยแพร่ภายใต้สัญญาอนุญาตสิทธิ์แบบ Creative Commons ด้วยเงื่อนไข CC BY NC SA”
